,TCGA-CZ-5455-11,TCGA-CZ-5467-11,TCGA-B0-5697-01,TCGA-BP-4177-01,TCGA-B0-4815-01,TCGA-B2-3924-01,TCGA-B0-4843-01,TCGA-B0-5701-01,TCGA-B0-4828-01,TCGA-CZ-5982-01,TCGA-B0-4706-01,TCGA-CJ-4918-01,TCGA-MM-A564-01,TCGA-B0-4813-01,TCGA-CZ-5458-01,TCGA-B8-A54D-01,TCGA-CZ-5460-01,TCGA-CZ-5451-11,TCGA-BP-5191-01,TCGA-DV-A4VX-01,TCGA-AK-3425-01,TCGA-CZ-5468-01,TCGA-BP-5189-01,TCGA-B4-5844-01,TCGA-CZ-5451-01,TCGA-CW-5585-01,TCGA-CW-5583-01,TCGA-CJ-5678-01,TCGA-CZ-5464-01,TCGA-B8-5162-01,TCGA-A3-3385-01,TCGA-CW-5580-01,TCGA-CJ-4901-01,TCGA-B0-4814-01,TCGA-B2-5633-01,TCGA-CZ-5453-11,TCGA-CZ-5985-01,TCGA-MM-A84U-01,TCGA-B8-5553-01,TCGA-CZ-5458-11,TCGA-B0-4819-01,TCGA-B0-4694-01,TCGA-GK-A6C7-01,TCGA-A3-3367-01,TCGA-B0-4848-01,TCGA-CW-5587-01,TCGA-A3-A8OX-01,TCGA-B0-4691-01,TCGA-AK-3428-01,TCGA-B0-4852-01,TCGA-BP-5183-01,TCGA-DV-5576-01,TCGA-B0-4822-01,TCGA-B0-5712-11,TCGA-A3-A6NI-01,TCGA-CZ-5466-01,TCGA-BP-5010-01,TCGA-BP-5186-01,TCGA-CJ-4916-01,TCGA-B0-5695-01,TCGA-B0-5120-01,TCGA-B0-5712-01,TCGA-B0-4712-11,TCGA-B0-5100-01,TCGA-BP-4770-01,TCGA-CW-5589-01,TCGA-G6-A5PC-01,TCGA-B0-5711-01,TCGA-B0-4945-01,TCGA-CZ-5470-11,TCGA-B0-5110-01,TCGA-T7-A92I-01,TCGA-B0-5102-01,TCGA-CZ-5470-01,TCGA-CJ-4912-01,TCGA-B0-5108-01,TCGA-EU-5904-01,TCGA-B0-5705-01,TCGA-BP-5177-01,TCGA-CZ-5457-01,TCGA-B0-5399-01,TCGA-CZ-5986-01,TCGA-B8-4146-01,TCGA-B0-5700-01,TCGA-BP-5201-01,TCGA-B8-5550-01,TCGA-B0-4688-01,TCGA-B0-5115-01,TCGA-B0-4701-01,TCGA-CW-6090-01,TCGA-A3-3376-01,TCGA-B0-4703-01,TCGA-CJ-5677-01,TCGA-AK-3454-01,TCGA-B8-5159-01,TCGA-BP-5170-01,TCGA-CJ-6033-01,TCGA-B0-4690-01,TCGA-A3-3357-01,TCGA-CZ-5461-01,TCGA-BP-4760-01,TCGA-B0-5713-01,TCGA-B2-5636-01,TCGA-B8-5549-01,TCGA-B0-5106-01,TCGA-CZ-5468-11,TCGA-B0-5095-01,TCGA-B0-4844-01,TCGA-B0-4700-01,TCGA-A3-A8OV-01,TCGA-BP-5168-01,TCGA-B8-5158-01,TCGA-AK-3460-01,TCGA-CJ-4902-01,TCGA-B0-5696-01,TCGA-BP-5174-01,TCGA-6D-AA2E-01,TCGA-B0-5693-01,TCGA-B0-4811-01,TCGA-B0-5692-01,TCGA-B8-A54H-01,TCGA-CJ-6030-01,TCGA-BP-5202-01,TCGA-BP-5194-01,TCGA-CZ-5465-11,TCGA-CZ-5457-11,TCGA-A3-A6NL-01,TCGA-CJ-4903-01,TCGA-BP-5185-01,TCGA-B0-4818-01,TCGA-B4-5832-01,TCGA-AK-3461-01,TCGA-CZ-4864-11,TCGA-B8-A54G-01,TCGA-B8-A7U6-01,TCGA-AK-3450-01,TCGA-A3-A6NN-01,TCGA-CZ-4856-01,TCGA-CJ-5680-01,TCGA-CZ-5454-11,TCGA-B0-4823-01,TCGA-CZ-5987-01,TCGA-B8-4621-01,TCGA-CZ-4865-11,TCGA-B2-A4SR-01,TCGA-B4-5835-01,TCGA-BP-5169-01,TCGA-B0-4693-01,TCGA-B0-5691-01,TCGA-CZ-5462-11,TCGA-CJ-6028-01,TCGA-CJ-5671-01,TCGA-B0-5706-01,TCGA-B0-5402-11,TCGA-B0-5092-01,TCGA-B0-5121-01,TCGA-BP-5184-01,TCGA-B0-5702-01,TCGA-B2-4101-01,TCGA-CZ-5461-11,TCGA-B0-5710-01,TCGA-BP-5199-01,TCGA-CJ-5683-01,TCGA-CW-6097-01,TCGA-B0-5107-01,TCGA-AK-3440-01,TCGA-CZ-5465-01,TCGA-B8-5545-01,TCGA-CZ-5984-01,TCGA-B0-4712-01,TCGA-AK-3431-01,TCGA-CZ-5455-01,TCGA-AK-3453-01,TCGA-G6-A8L7-01,TCGA-B0-5098-01,TCGA-B4-5378-01,TCGA-B0-5096-01,TCGA-B0-5711-11,TCGA-BP-5176-01,TCGA-CW-5581-01,TCGA-B2-5641-01,TCGA-A3-3387-01,TCGA-CJ-4882-01,TCGA-DV-5573-01,TCGA-BP-5187-01,TCGA-B4-5377-01,TCGA-CJ-5675-01,TCGA-MM-A563-01,TCGA-B0-4846-01,TCGA-DV-5567-01,TCGA-CW-5588-01,TCGA-BP-4993-01,TCGA-A3-A8OW-01,TCGA-B0-4699-01,TCGA-CJ-4905-01,TCGA-B8-A54J-01,TCGA-B0-5699-01,TCGA-CZ-5456-11,TCGA-DV-5569-01,TCGA-3Z-A93Z-01,TCGA-B0-4847-01,TCGA-BP-5192-01,TCGA-B0-4718-01,TCGA-B0-5707-01,TCGA-CZ-4863-11,TCGA-B0-5402-01,TCGA-B0-4713-01,TCGA-A3-A8CQ-01,TCGA-A3-A6NJ-01,TCGA-B8-5546-01,TCGA-EU-5906-01,TCGA-CJ-4920-01,TCGA-CJ-5672-01,TCGA-BP-4782-01,TCGA-B0-5117-01,TCGA-CJ-6032-01,TCGA-AK-3433-01,TCGA-G6-A8L8-01,TCGA-CZ-5452-11,TCGA-B0-4827-01,TCGA-CJ-4908-01,TCGA-CZ-5989-01,TCGA-B0-4810-01,TCGA-B0-4698-01,TCGA-BP-5175-01,TCGA-BP-5198-01,TCGA-CZ-4865-01,TCGA-B0-4849-01,TCGA-BP-5182-01,TCGA-BP-5180-01,TCGA-B8-5165-01,TCGA-CZ-4853-01,TCGA-B0-5698-01,TCGA-DV-A4W0-05,TCGA-CJ-5679-01,TCGA-CZ-5467-01,TCGA-B8-5164-01,TCGA-BP-5173-01,TCGA-B0-4824-01,TCGA-CW-5591-01,TCGA-DV-5575-01,TCGA-B0-4845-01,TCGA-CW-5590-01,TCGA-B0-4841-01,TCGA-CZ-5469-11,TCGA-CZ-5463-11,TCGA-BP-5181-01,TCGA-A3-3358-01,TCGA-DV-5566-01,TCGA-DV-A4VZ-01,TCGA-B0-4697-01,TCGA-B0-5116-01,TCGA-B8-5163-01,TCGA-CZ-5452-01,TCGA-CW-5584-01,TCGA-B0-5690-01,TCGA-CJ-6027-01,TCGA-B0-5083-01,TCGA-CZ-5463-01,TCGA-CZ-5459-01,TCGA-DV-5565-01,TCGA-CJ-4907-01,TCGA-CZ-4864-01,TCGA-B8-4153-01,TCGA-CW-6087-01,TCGA-B0-4821-01,TCGA-CJ-6031-01,TCGA-EU-5907-01,TCGA-BP-4795-01,TCGA-CZ-5466-11,TCGA-CZ-5456-01,TCGA-B0-5400-01,TCGA-AK-3458-01,TCGA-CJ-5686-01,TCGA-B0-5113-01,TCGA-CJ-5676-01,TCGA-BP-5195-01,TCGA-CJ-5689-01,TCGA-B0-4817-01,TCGA-BP-5200-01,TCGA-B0-5109-01,TCGA-CZ-4866-01,TCGA-B8-A54K-01,TCGA-B0-4707-01,TCGA-B0-5097-01,TCGA-CW-6088-01,TCGA-B2-5639-01,TCGA-B8-A54I-01,TCGA-B8-A54F-01
hsa-mir-525,0,0,0,0.145846,0,0,0,0,0,0,0,0,0,0.445289,0,0,0,0,0,0,0,0.452167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082675,0,0.624356,0,0,0,0
hsa-mir-513a-2,0,0.274625,0,0,0.707059,0,0,0,0,0,0,0,0,0,0,0,0.493561,0.212873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503874,0,0,0,0,0,0,0,0,0.525929,0,0,0.199657,0,0,0,0,0.362366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336928,0,0,0,0.353958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117948,0,0,0,0,0,0.387315,0,0,0,0,0,0,0,0.49201,0,0.238876,0,0,0,0,0,0,0,0.347615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269958,0.480666,0,0,0,1.436655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-513a-1,0,0,0,0.145846,0,0,0,0,0,0,0,0,0,0,0.29735,0,0.493561,0.212873,0,0,0,0,0,0,0,0,0,0,0.316674,0,0,0,0,0,0,0,0,0.195762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503874,0,0,0,0,0,0,0,0,0.262964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680742,0,4.322885,0.696173,0,0,0,0,0,0,0,0,0.866132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228694,0,0,0.279147,0,0,0.21713,0,0,0,0,0,0,0,0,0,0.085184,0,0,0,0,0,0,0.49201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352733,0,0,0,0.522822,0,0,0,0,0,0,0,0,0,0,0,0.269958,0,0,0,0,1.149324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624356,0,0,0,0
hsa-mir-522,0,0,0,0,0,0,0,0.646881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682491,0,0,0,0.306421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-511,5.191192,5.217884,1.127483,8.021557,13.434113,7.582732,11.818757,5.821927,2.335813,3.389782,4.741756,20.595185,2.63735,5.343465,6.839052,0.851005,1.974244,3.618837,3.814671,0,6.099069,31.651723,11.204014,4.710433,1.659072,8.455211,17.688907,2.412532,14.883662,18.270029,3.722133,2.904769,3.763912,5.79409,6.269078,3.352715,8.581862,4.111,5.331871,1.755251,13.711825,18.140474,5.956704,10.605436,6.741402,7.294281,7.505775,8.917295,15.386906,6.581634,0,6.997431,9.705638,8.565852,6.57869,12.880517,11.268207,7.306768,1.776388,5.449294,10.9828,2.314129,11.307473,1.436772,12.258815,6.389016,3.563946,4.601798,19.590429,4.46356,14.132268,0.469253,6.539956,3.451817,3.907224,18.124092,14.816478,6.404677,11.719326,3.167935,15.210573,5.971417,5.232123,7.876626,2.839185,12.112175,34.647252,12.744023,20.630394,12.735132,21.888599,17.884827,9.357187,5.071578,3.901593,10.85574,13.430496,5.762116,3.142371,5.158054,10.890067,4.975946,7.399636,3.231199,2.700513,21.256532,11.936712,6.518382,34.540883,3.443063,1.150784,13.185143,6.066938,12.247479,3.654938,4.469881,11.032338,9.894885,12.604435,1.583586,3.937967,9.687602,10.939321,11.097209,4.481027,10.785376,5.787126,7.803425,1.038531,6.683245,3.268297,5.995587,8.460652,0.336928,4.941362,4.343711,6.992172,8.141045,10.644634,5.592233,21.665246,0,3.38098,4.30616,8.33339,3.961086,26.242054,19.835675,10.808758,5.565627,22.548638,14.635946,6.702812,16.05643,4.87321,5.870146,18.700409,21.153152,8.449032,5.026192,9.510235,8.980722,9.638358,18.188763,7.113875,2.47219,3.591116,19.95934,4.523135,9.567789,15.262944,9.837166,0.85697,5.806073,6.142422,5.778557,10.318715,4.575469,6.741254,5.148171,2.953346,9.785851,7.708174,2.515629,9.657276,4.313429,3.908058,5.104241,7.284298,2.388432,11.229121,1.015139,4.246135,32.113038,12.237211,5.949034,3.19203,2.366364,8.908237,5.962903,0,3.989738,5.460095,11.825525,1.391794,5.783453,2.952059,5.33219,9.316169,4.212909,9.331853,7.959021,2.7717,12.285138,3.969879,2.209894,0.69523,4.013232,3.055453,16.207678,11.670575,5.254241,25.173392,135.944843,2.167904,9.387887,15.154359,4.893963,11.918221,1.213022,7.123308,5.040856,0.457365,3.297246,0.750387,6.021807,2.725257,15.53103,5.200424,1.584718,10.017395,8.223308,7.608749,15.33258,3.533317,10.814672,4.74268,18.280832,11.640175,0,23.497486,13.65976,10.979267,3.78284,1.505791,4.719327,5.371209,11.37724,3.666437,2.486131,11.56969,6.445706,3.339672,2.999645,22.33903,12.977974,6.963478,2.255227,12.902976,13.217225,2.870366,16.120167,3.001503,4.933462,8.251332,3.043546,3.727397,25.694283,6.923322,7.32006,18.899552,2.140741,1.322804,9.383394,29.969076,4.367731,7.052146,9.517109,5.313859
hsa-mir-510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70533,0,0,0,0,0,0.359014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861993,0,0,0,0,0,0,0,0,0.461555,0,0,0,0,0,0,0,0,0.244028,0
hsa-mir-4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
