"","x"
"X5225",1
"X5226",1
"X5227",1
"X5228",1
"X5229",1
"X5230",1
"X5231",1
"X5232",1
"X5233",1
"X5234",1
"X5235",1
"X5236",1
"X5237",1
"X5238",1
"X5239",1
"X5240",1
"X5241",1
"X5242",1
"X5243",1
"X5244",1
"X5245",1
"X5246",1
"X5247",1
"X5248",1
"X5249",1
"X5250",1
"X5251",1
"X5252",1
"X5253",1
"X5254",1
"X5255",1
"X5256",1
"X5257",1
"X5258",1
"X5259",1
"X5260",3
"X5261",1
"X5262",1
"X5263",1
"X5264",3
"X5265",2
"X5266",1
"X5267",1
"X5268",1
"X5269",1
"X5270",1
"X5271",1
"X5272",1
"X5273",1
"X5274",1
"X5275",1
"X5276",1
"X5277",1
"X5278",1
"X5279",1
"X5280",3
"X5281",1
"X5282",1
"X5283",1
"X5284",1
"X5285",1
"X5286",1
"X5287",1
"X5288",1
"X5289",1
"X5290",1
"X5291",1
"X5292",1
"X5293",1
"X5294",1
"X5295",1
"X5296",1
"X5297",1
"X5298",1
"X5299",3
"X5300",1
"X5301",1
"X5302",1
"X5303",1
"X5304",1
"X5305",1
"X5306",1
"X5307",1
"X5308",1
"X5309",1
"X5310",1
"X5311",1
"X5312",1
"X5313",1
"X5314",1
"X5315",1
"X5316",1
"X5317",1
"X5318",1
"X5319",1
"X5320",1
"X5321",1
"X5322",1
"X5323",1
"X5324",1
"X5325",1
"X5326",1
"X5327",1
"X5328",1
"X5329",1
"X5330",1
"X5331",1
"X5332",1
"X5333",1
"X5334",1
"X5335",1
"X5336",1
"X5337",1
"X5338",1
"X5339",1
"X5340",1
"X5341",1
"X5342",1
"X5343",1
"X5344",1
"X5345",1
"X5346",1
"X5347",1
"X5348",1
"X5349",1
"X5350",4
"X5351",4
"X5352",1
"X5353",1
"X5354",1
"X5355",4
"X5356",1
"X5357",1
"X5358",1
"X5359",1
"X5360",1
"X5361",1
"X5362",1
"X5363",1
"X5364",1
"X5365",1
"X5366",1
"X5367",1
"X5368",1
"X5369",1
"X5370",1
"X5371",1
"X5372",1
"X5373",1
"X5374",3
"X5375",1
"X5376",1
"X5377",1
"X5378",1
"X5379",1
"X5380",1
"X5381",1
"X5382",1
"X5383",1
"X5384",4
"X5385",1
"X5386",1
"X5387",1
"X5388",1
"X5389",1
"X5390",1
"X5391",1
"X5392",1
"X5393",1
"X5394",1
"X5395",1
"X5396",1
"X5397",1
"X5398",1
"X5399",1
"X5400",1
"X5401",1
"X5402",1
"X5403",1
"X5404",1
"X5405",1
"X5406",4
"X5407",1
"X5408",4
"X5409",4
"X5410",1
"X5411",1
"X5412",1
"X5413",1
"X5414",4
"X5415",4
"X5416",1
"X5417",1
"X5418",1
"X5419",1
"X5420",1
"X5421",1
"X5422",1
"X5423",1
"X5424",1
"X5425",1
"X5426",1
"X5427",1
"X5428",1
"X5429",1
"X5430",1
"X5431",1
"X5432",1
"X5433",1
"X5434",1
"X5435",1
"X5436",1
"X5437",1
"X5438",1
"X5439",1
"X5440",1
"X5441",1
"X5442",1
"X5443",1
"X5444",1
"X5445",1
"X5446",1
"X5447",1
"X5448",1
"X5449",4
"X5450",1
"X5451",1
"X5452",1
"X5453",1
"X5454",1
"X5455",1
"X5456",1
"X5457",1
"X5458",1
"X5459",1
"X5460",1
"X5461",1
"X5462",1
"X5463",1
"X5464",1
"X5465",1
"X5466",1
"X5467",1
"X5468",1
"X5469",1
"X5470",1
"X5471",1
"X5472",1
"X5473",1
"X5474",1
"X5475",1
"X5476",1
"X5477",1
"X5478",1
"X5479",3
"X5480",1
"X5481",1
"X5482",1
"X5483",1
"X5484",1
"X5485",1
"X5486",1
"X5487",1
"X5488",1
"X5489",1
"X5490",1
"X5491",1
"X5492",1
"X5493",1
"X5494",1
"X5495",1
"X5496",1
"X5497",1
"X5498",1
"X5499",1
"X5500",1
"X5501",1
"X5502",1
"X5503",1
"X5504",1
"X5505",1
"X5506",1
"X5507",1
"X5508",1
"X5509",1
"X5510",1
"X5511",1
"X5512",1
"X5513",1
"X5514",1
"X5515",1
"X5516",4
"X5517",1
"X5518",1
"X5519",1
"X5520",1
"X5521",1
"X5522",3
"X5523",1
"X5524",1
"X5525",1
"X5526",1
"X5527",1
"X5528",1
"X5529",1
"X5530",1
"X5531",1
"X5532",1
"X5533",1
"X5534",1
"X5535",1
"X5536",1
"X5537",1
"X5538",1
"X5539",1
"X5540",1
"X5541",1
"X5542",1
"X5543",1
"X5544",1
"X5545",1
"X5546",1
"X5547",1
"X5548",3
"X5549",1
"X5550",1
"X5551",1
"X5552",1
"X5553",1
"X5554",1
"X5555",1
"X5556",1
"X5557",1
"X5558",1
"X5559",1
"X5560",1
"X5561",1
"X5562",1
"X5563",1
"X5564",1
"X5565",1
"X5566",1
"X5567",1
"X5568",1
"X5569",1
"X5570",1
"X5571",1
"X5572",4
"X5573",1
"X5574",1
"X5575",1
"X5576",1
"X5577",1
"X5578",1
"X5579",1
"X5580",1
"X5581",1
"X5582",1
"X5583",1
"X5584",1
"X5585",1
"X5586",1
"X5587",1
"X5588",1
"X5589",1
"X5590",4
"X5591",1
"X5592",1
"X5593",1
"X5594",1
"X5595",1
"X5596",1
"X5597",4
"X5598",1
"X5599",1
"X5600",1
"X5601",1
"X5602",1
"X5603",1
"X5604",1
"X5605",1
"X5606",1
"X5607",1
"X5608",1
"X5609",1
"X5610",1
"X5611",1
"X5612",1
"X5613",1
"X5614",1
"X5615",1
"X5616",1
"X5617",2
"X5618",1
"X5619",1
"X5620",1
"X5621",1
"X5622",1
"X5623",1
"X5624",1
"X5625",1
"X5626",1
"X5627",1
"X5628",1
"X5629",1
"X5630",1
"X5631",1
"X5632",1
"X5633",1
"X5634",1
"X5635",1
"X5636",1
"X5637",3
"X5638",1
"X5639",1
"X5640",1
"X5641",1
"X5642",1
"X5643",1
"X5644",1
"X5645",1
"X5646",1
"X5647",1
"X5648",1
"X5649",1
"X5650",1
"X5651",1
"X5652",1
"X5653",1
"X5654",1
"X5655",1
"X5656",2
"X5657",1
"X5658",1
"X5659",1
"X5660",1
"X5661",1
"X5662",1
"X5663",1
"X5664",1
"X5665",1
"X5666",1
"X5667",1
"X5668",1
"X5669",1
"X5670",1
"X5671",1
"X5672",1
"X5673",1
"X5674",1
"X5675",1
"X5676",1
"X5677",1
"X5678",1
"X5679",1
"X5680",1
"X5681",1
"X5682",1
"X5683",1
"X5684",1
"X5685",1
"X5686",1
"X5687",1
"X5688",1
"X5689",1
"X5690",1
"X5691",1
"X5692",3
"X5693",1
"X5694",1
"X5695",3
"X5696",1
"X5697",1
"X5698",1
"X5699",1
"X5700",1
"X5701",1
"X5702",1
"X5703",1
"X5704",1
"X5705",1
"X5706",1
"X5707",1
"X5708",1
"X5709",1
"X5710",1
"X5711",1
"X5712",1
"X5713",1
"X5714",1
"X5715",1
"X5716",1
"X5717",1
"X5718",1
"X5719",1
"X5720",1
"X5721",1
"X5722",1
"X5723",1
"X5724",1
"X5725",1
"X5726",1
"X5727",1
"X5728",1
"X5729",1
"X5730",1
"X5731",1
"X5732",1
"X5733",1
"X5734",1
"X5735",1
"X5736",1
"X5737",1
"X5738",1
"X5739",1
"X5740",1
"X5741",1
"X5742",1
"X5743",1
"X5744",1
"X5745",1
"X5746",1
"X5747",1
"X5748",1
"X5749",1
"X5750",1
"X5751",1
"X5752",1
"X5753",1
"X5754",1
"X5755",1
"X5756",1
"X5757",1
"X5758",1
"X5759",1
"X5760",1
"X5761",1
"X5762",1
"X5763",1
"X5764",1
"X5765",1
"X5766",1
"X5767",1
"X5768",1
"X5769",1
"X5770",1
"X5771",1
"X5772",1
"X5773",1
"X5774",1
"X5775",1
"X5776",1
"X5777",1
"X5778",1
"X5779",1
"X5780",1
"X5781",1
"X5782",1
"X5783",1
"X5784",1
"X5785",1
"X5786",1
"X5787",1
"X5788",1
"X5789",1
"X5790",1
"X5791",1
"X5792",1
"X5793",1
"X5794",1
"X5795",1
"X5796",1
"X5797",1
"X5798",1
"X5799",1
"X5800",1
"X5801",1
"X5802",1
"X5803",1
"X5804",1
"X5805",1
"X5806",1
"X5807",1
"X5808",1
"X5809",1
"X5810",1
"X5811",1
"X5812",1
"X5813",1
"X5814",1
"X5815",1
"X5816",1
"X5817",1
"X5818",1
"X5819",1
"X5820",1
"X5821",1
"X5822",1
"X5823",1
"X5824",1
"X5825",1
"X5826",1
"X5827",1
"X5828",1
"X5829",4
"X5830",1
"X5831",1
"X5832",1
"X5833",1
"X5834",1
"X5835",1
"X5836",1
"X5837",1
"X5838",1
"X5839",1
"X5840",1
"X5841",1
"X5842",1
"X5843",1
"X5844",1
"X5845",1
"X5846",1
"X5847",1
"X5848",1
"X5849",1
"X5850",1
"X5851",1
"X5852",1
"X5853",2
"X5854",1
"X5855",1
"X5856",1
"X5857",1
"X5858",1
"X5859",1
"X5860",1
"X5861",1
"X5862",1
"X5863",1
"X5864",1
"X5865",1
"X5866",1
"X5867",1
"X5868",1
"X5869",1
"X5870",1
"X5871",1
"X5872",1
"X5873",1
"X5874",1
"X5875",1
"X5876",1
"X5877",1
"X5878",1
"X5879",1
"X5880",1
"X5881",1
"X5882",1
"X5883",1
"X5884",1
"X5885",1
"X5886",1
"X5887",1
"X5888",1
"X5889",1
"X5890",1
"X5891",1
"X5892",1
"X5893",1
"X5894",1
"X5895",1
"X5896",1
"X5897",1
"X5898",1
"X5899",1
"X5900",1
"X5901",1
"X5902",1
"X5903",1
"X5904",1
"X5905",1
"X5906",1
"X5907",1
"X5908",1
"X5909",1
"X5910",1
"X5911",1
"X5912",1
"X5913",1
"X5914",1
"X5915",1
"X5916",1
"X5917",1
"X5918",1
"X5919",1
"X5920",1
"X5921",1
"X5922",1
"X5923",4
"X5924",1
"X5925",1
"X5926",1
"X5927",1
"X5928",1
"X5929",1
"X5930",1
"X5931",1
"X5932",1
"X5933",1
"X5934",1
"X5935",1
"X5936",1
"X5937",1
"X5938",1
"X5939",1
"X5940",3
"X5941",1
"X5942",1
"X5943",1
"X5944",1
"X5945",1
"X5946",1
"X5947",1
"X5948",1
"X5949",1
"X5950",1
"X5951",4
"X5952",1
"X5953",1
"X5954",1
"X5955",1
"X5956",1
"X5957",1
"X5958",1
"X5959",1
"X5960",1
"X5961",1
"X5962",1
"X5963",1
"X5964",1
"X5965",1
"X5966",1
"X5967",1
"X5968",1
"X5969",1
"X5970",1
"X5971",1
"X5972",1
"X5973",1
"X5974",1
"X5975",1
"X5976",1
"X5977",1
"X5978",1
"X5979",1
"X5980",1
"X5981",1
"X5982",1
"X5983",1
"X5984",3
"X5985",1
"X5986",1
"X5987",1
"X5988",1
"X5989",1
"X5990",1
"X5991",1
"X5992",1
"X5993",1
"X5994",1
"X5995",1
"X5996",1
"X5997",1
"X5998",1
"X5999",1
"X6000",1
"X6001",1
"X6002",1
"X6003",1
"X6004",1
"X6005",1
"X6006",1
"X6007",1
"X6008",1
"X6009",1
"X6010",1
"X6011",1
"X6012",1
"X6013",1
"X6014",1
"X6015",1
"X6016",1
"X6017",1
"X6018",1
"X6019",1
"X6020",4
"X6021",1
"X6022",1
"X6023",1
"X6024",1
"X6025",1
"X6026",2
"X6027",1
"X6028",1
"X6029",1
"X6030",1
"X6031",1
"X6032",1
"X6033",1
"X6034",1
"X6035",1
"X6036",1
"X6037",1
"X6038",1
"X6039",1
"X6040",1
"X6041",1
"X6042",1
"X6043",1
"X6044",1
"X6045",1
"X6046",1
"X6047",1
"X6048",1
"X6049",1
"X6050",1
"X6051",1
"X6052",1
"X6053",3
"X6054",1
"X6055",1
"X6056",1
"X6057",1
"X6058",1
"X6059",1
"X6060",1
"X6061",1
"X6062",1
"X6063",1
"X6064",1
"X6065",1
"X6066",1
"X6067",1
"X6068",1
"X6069",1
"X6070",1
"X6071",1
"X6072",3
"X6073",1
"X6074",1
"X6075",1
"X6076",1
"X6077",1
"X6078",1
"X6079",1
"X6080",1
"X6081",1
"X6082",1
"X6083",1
"X6084",1
"X6085",1
"X6086",1
"X6087",1
"X6088",1
"X6089",1
"X6090",1
"X6091",1
"X6092",1
"X6093",1
"X6094",2
"X6095",1
"X6096",1
"X6097",1
"X6098",1
"X6099",1
"X6100",1
"X6101",1
"X6102",1
"X6103",4
"X6104",1
"X6105",1
"X6106",1
"X6107",1
"X6108",1
"X6109",1
"X6110",1
"X6111",1
"X6112",1
"X6113",1
"X6114",1
"X6115",1
"X6116",1
"X6117",1
"X6118",1
"X6119",1
"X6120",1
"X6121",1
"X6122",1
"X6123",1
"X6124",1
"X6125",1
"X6126",3
"X6127",1
"X6128",1
"X6129",1
"X6130",1
"X6131",1
"X6132",1
"X6133",1
"X6134",1
"X6135",3
"X6136",1
"X6137",1
"X6138",1
"X6139",1
"X6140",1
"X6141",1
"X6142",1
"X6143",1
"X6144",1
"X6145",3
"X6146",1
"X6147",1
"X6148",1
"X6149",1
"X6150",1
"X6151",1
"X6152",4
"X6153",1
"X6154",1
"X6155",1
"X6156",4
"X6157",1
"X6158",1
"X6159",1
"X6160",1
"X6161",1
"X6162",1
"X6163",1
"X6164",1
"X6165",1
"X6166",1
"X6167",1
"X6168",1
"X6169",1
"X6170",1
"X6171",1
"X6172",1
"X6173",1
"X6174",1
"X6175",1
"X6176",4
"X6177",1
"X6178",1
"X6179",1
"X6180",1
"X6181",1
"X6182",1
"X6183",1
"X6184",1
"X6185",1
"X6186",1
"X6187",1
"X6188",1
"X6189",1
"X6190",1
"X6191",1
"X6192",1
"X6193",1
"X6194",1
"X6195",1
"X6196",1
"X6197",1
"X6198",1
"X6199",1
"X6200",1
"X6201",1
"X6202",1
"X6203",1
"X6204",1
"X6205",1
"X6206",1
"X6207",1
"X6208",1
"X6209",1
"X6210",1
"X6211",1
"X6212",1
"X6213",1
"X6214",1
"X6215",1
"X6216",1
"X6217",1
"X6218",1
"X6219",1
"X6220",1
"X6221",1
"X6222",1
"X6223",1
"X6224",1
"X6225",1
"X6226",1
"X6227",1
"X6228",1
"X6229",1
"X6230",1
"X6231",1
"X6232",1
"X6233",1
"X6234",1
"X6235",1
"X6236",1
"X6237",1
"X6238",1
"X6239",1
"X6240",1
"X6241",1
"X6242",1
"X6243",1
"X6244",1
"X6245",1
"X6246",1
"X6247",1
"X6248",1
"X6249",1
"X6250",1
"X6251",1
"X6252",1
"X6253",1
"X6254",1
"X6255",1
"X6256",1
"X6257",1
"X6258",1
"X6259",1
"X6260",1
"X6261",1
"X6262",1
"X6263",1
"X6264",1
"X6265",1
"X6266",1
"X6267",1
"X6268",1
"X6269",1
"X6270",1
"X6271",1
"X6272",1
"X6273",1
"X6274",1
"X6275",1
"X6276",1
"X6277",1
"X6278",1
"X6279",1
"X6280",1
"X6281",1
"X6282",1
"X6283",1
"X6284",1
"X6285",1
"X6286",1
"X6287",1
"X6288",1
"X6289",1
"X6290",1
"X6291",1
"X6292",1
"X6293",1
"X6294",1
"X6295",1
"X6296",1
"X6297",1
"X6298",1
"X6299",1
"X6300",1
"X6301",1
"X6302",1
"X6303",1
"X6304",1
"X6305",1
"X6306",1
"X6307",1
"X6308",1
"X6309",1
"X6310",1
"X6311",1
"X6312",1
"X6313",1
"X6314",1
"X6315",1
"X6316",3
"X6317",1
"X6318",3
"X6319",1
"X6320",1
"X6321",1
"X6322",1
"X6323",1
"X6324",1
"X6325",1
"X6326",1
"X6327",1
"X6328",4
"X6329",1
"X6330",1
"X6331",1
"X6332",1
"X6333",1
"X6334",1
"X6335",1
"X6336",1
"X6337",1
"X6338",1
"X6339",1
"X6340",1
"X6341",1
"X6342",1
"X6343",4
"X6344",1
"X6345",1
"X6346",1
"X6347",1
"X6348",1
"X6349",1
"X6350",1
"X6351",1
"X6352",1
"X6353",1
"X6354",1
"X6355",1
"X6356",1
"X6357",1
"X6358",1
"X6359",1
"X6360",1
"X6361",1
"X6362",1
"X6363",1
"X6364",1
"X6365",1
"X6366",1
"X6367",1
"X6368",3
"X6369",1
"X6370",1
"X6371",1
"X6372",1
"X6373",1
"X6374",1
"X6375",1
"X6376",1
"X6377",1
"X6378",1
"X6379",1
"X6380",1
"X6381",1
"X6382",1
"X6383",1
"X6384",1
"X6385",1
"X6386",1
"X6387",1
"X6388",1
"X6389",1
"X6390",1
"X6391",1
"X6392",1
"X6393",1
"X6394",1
"X6395",1
"X6396",1
"X6397",1
"X6398",1
"X6399",1
"X6400",1
"X6401",1
"X6402",1
"X6403",1
"X6404",1
"X6405",1
"X6406",1
"X6407",1
"X6408",1
"X6409",1
"X6410",1
"X6411",1
"X6412",1
"X6413",1
"X6414",1
"X6415",1
"X6416",1
"X6417",1
"X6418",1
"X6419",1
"X6420",1
"X6421",1
"X6422",1
"X6423",1
"X6424",1
"X6425",1
"X6426",3
"X6427",1
"X6428",1
"X6429",1
"X6430",1
"X6431",1
"X6432",1
"X6433",2
"X6434",1
"X6435",1
"X6436",1
"X6437",1
"X6438",1
"X6439",4
"X6440",1
"X6441",1
"X6442",1
"X6443",1
"X6444",1
"X6445",1
"X6446",3
"X6447",1
"X6448",1
"X6449",1
"X6450",1
"X6451",1
"X6452",1
"X6453",1
"X6454",1
"X6455",1
"X6456",1
"X6457",1
"X6458",1
"X6459",1
"X6460",1
"X6461",1
"X6462",1
"X6463",1
"X6464",1
"X6465",1
"X6466",1
"X6467",1
"X6468",1
"X6469",1
"X6470",1
"X6471",1
"X6472",1
"X6473",1
"X6474",1
"X6475",1
"X6476",1
"X6477",1
"X6478",1
"X6479",1
"X6480",1
"X6481",1
"X6482",1
"X6483",1
"X6484",1
"X6485",1
"X6486",1
"X6487",1
"X6488",1
"X6489",1
"X6490",1
"X6491",1
"X6492",3
"X6493",3
"X6494",1
"X6495",1
"X6496",1
"X6497",1
"X6498",1
"X6499",1
"X6500",1
"X6501",1
"X6502",1
"X6503",1
"X6504",1
"X6505",1
"X6506",1
"X6507",1
"X6508",1
"X6509",1
"X6510",1
"X6511",1
"X6512",1
"X6513",1
"X6514",1
"X6515",1
"X6516",1
"X6517",1
"X6518",1
"X6519",1
"X6520",1
"X6521",1
"X6522",1
"X6523",1
"X6524",1
"X6525",1
"X6526",1
"X6527",1
"X6528",1
"X6529",1
"X6530",1
"X6531",1
"X6532",1
"X6533",1
"X6534",1
"X6535",1
"X6536",1
"X6537",1
"X6538",1
"X6539",1
"X6540",1
"X6541",1
"X6542",1
"X6543",1
"X6544",1
"X6545",1
"X6546",1
"X6547",1
"X6548",1
"X6549",1
"X6550",1
"X6551",1
"X6552",4
"X6553",1
"X6554",1
"X6555",1
"X6556",1
"X6557",1
"X6558",1
"X6559",1
"X6560",1
"X6561",1
"X6562",1
"X6563",1
"X6564",1
"X6565",1
"X6566",1
"X6567",1
"X6568",1
"X6569",1
"X6570",1
"X6571",1
"X6572",1
"X6573",1
"X6574",1
"X6575",1
"X6576",1
"X6577",3
"X6578",1
"X6579",1
"X6580",1
"X6581",1
"X6582",1
"X6583",1
"X6584",1
"X6585",1
"X6586",1
"X6587",1
"X6588",1
"X6589",1
"X6590",1
"X6591",1
"X6592",1
"X6593",1
"X6594",1
"X6595",1
"X6596",1
"X6597",1
"X6598",1
"X6599",1
"X6600",1
"X6601",1
"X6602",1
"X6603",1
"X6604",1
"X6605",1
"X6606",1
"X6607",1
"X6608",1
"X6609",1
"X6610",1
"X6611",1
"X6612",1
"X6613",1
"X6614",1
"X6615",1
"X6616",1
"X6617",1
"X6618",1
"X6619",1
"X6620",1
"X6621",1
"X6622",4
"X6623",1
"X6624",1
"X6625",1
"X6626",1
"X6627",1
"X6628",1
"X6629",1
"X6630",1
"X6631",1
"X6632",1
"X6633",1
"X6634",1
"X6635",2
"X6636",1
"X6637",1
"X6638",1
"X6639",1
"X6640",1
"X6641",1
"X6642",1
"X6643",1
"X6644",1
"X6645",1
"X6646",1
"X6647",1
"X6648",1
"X6649",1
"X6650",1
"X6651",1
"X6652",1
"X6653",1
"X6654",1
"X6655",1
"X6656",1
"X6657",1
"X6658",1
"X6659",1
"X6660",1
"X6661",1
"X6662",1
"X6663",1
"X6664",1
"X6665",1
"X6666",1
"X6667",1
"X6668",1
"X6669",1
"X6670",1
"X6671",1
"X6672",1
"X6673",1
"X6674",1
"X6675",1
"X6676",1
"X6677",1
"X6678",1
"X6679",1
"X6680",1
"X6681",1
"X6682",1
"X6683",1
"X6684",1
"X6685",1
"X6686",1
"X6687",1
"X6688",1
"X6689",4
"X6690",1
"X6691",1
"X6692",1
"X6693",1
"X6694",1
"X6695",1
"X6696",1
"X6697",1
"X6698",1
"X6699",1
"X6700",1
"X6701",1
"X6702",1
"X6703",1
"X6704",1
"X6705",1
"X6706",1
"X6707",1
"X6708",1
"X6709",1
"X6710",1
"X6711",1
"X6712",1
"X6713",1
"X6714",1
"X6715",1
"X6716",1
"X6717",1
"X6718",1
"X6719",1
"X6720",1
"X6721",1
"X6722",1
"X6723",1
"X6724",1
"X6725",1
"X6726",1
"X6727",1
"X6728",1
"X6729",1
"X6730",1
"X6731",1
"X6732",1
"X6733",1
"X6734",1
"X6735",1
"X6736",1
"X6737",1
"X6738",1
"X6739",1
"X6740",4
"X6741",1
"X6742",1
"X6743",1
"X6744",1
"X6745",1
"X6746",1
"X6747",1
"X6748",1
"X6749",1
"X6750",1
"X6751",1
"X6752",1
"X6753",1
"X6754",1
"X6755",1
"X6756",1
"X6757",1
"X6758",3
"X6759",1
"X6760",1
"X6761",1
"X6762",1
"X6763",1
"X6764",1
"X6765",1
"X6766",1
"X6767",1
"X6768",1
"X6769",1
"X6770",1
"X6771",1
"X6772",1
"X6773",1
"X6774",1
"X6775",1
"X6776",1
"X6777",1
"X6778",1
"X6779",3
"X6780",1
"X6781",1
"X6782",1
"X6783",1
"X6784",1
"X6785",1
"X6786",1
"X6787",1
"X6788",1
"X6789",1
"X6790",1
"X6791",1
"X6792",1
"X6793",1
"X6794",1
"X6795",1
"X6796",1
"X6797",1
"X6798",1
"X6799",1
"X6800",1
"X6801",1
"X6802",1
"X6803",1
"X6804",1
"X6805",1
"X6806",1
"X6807",1
"X6808",1
"X6809",2
"X6810",1
"X6811",1
"X6812",1
"X6813",1
"X6814",1
"X6815",1
"X6816",1
"X6817",1
"X6818",1
"X6819",1
"X6820",1
"X6821",1
"X6822",1
"X6823",1
"X6824",1
"X6825",1
"X6826",1
"X6827",1
"X6828",1
"X6829",1
"X6830",1
"X6831",1
"X6832",1
"X6833",1
"X6834",3
"X6835",1
"X6836",1
"X6837",1
"X6838",1
"X6839",1
"X6840",1
"X6841",1
"X6842",1
"X6843",1
"X6844",1
"X6845",1
"X6846",1
"X6847",1
"X6848",1
"X6849",1
"X6850",1
"X6851",4
"X6852",1
"X6853",2
"X6854",1
"X6855",1
"X6856",1
"X6857",1
"X6858",1
"X6859",1
"X6860",1
"X6861",1
"X6862",1
"X6863",1
"X6864",1
"X6865",1
"X6866",1
"X6867",1
"X6868",1
"X6869",1
"X6870",1
"X6871",1
"X6872",1
"X6873",1
"X6874",1
"X6875",1
"X6876",1
"X6877",1
"X6878",1
"X6879",1
"X6880",1
"X6881",1
"X6882",1
"X6883",1
"X6884",1
"X6885",1
"X6886",1
"X6887",1
"X6888",1
"X6889",1
"X6890",1
"X6891",1
"X6892",1
"X6893",1
"X6894",1
"X6895",1
"X6896",1
"X6897",1
"X6898",1
"X6899",1
"X6900",1
"X6901",1
"X6902",1
"X6903",1
"X6904",1
"X6905",1
"X6906",1
"X6907",1
"X6908",1
"X6909",1
"X6910",1
"X6911",1
"X6912",1
"X6913",1
"X6914",1
"X6915",1
"X6916",1
"X6917",1
"X6918",1
"X6919",1
"X6920",1
"X6921",1
"X6922",1
"X6923",1
"X6924",1
"X6925",1
"X6926",1
"X6927",1
"X6928",1
"X6929",1
"X6930",1
"X6931",1
"X6932",1
"X6933",1
"X6934",1
"X6935",1
"X6936",1
"X6937",1
"X6938",1
"X6939",1
"X6940",1
"X6941",1
"X6942",1
"X6943",1
"X6944",1
"X6945",1
"X6946",1
"X6947",1
"X6948",1
"X6949",1
"X6950",1
"X6951",1
"X6952",1
"X6953",1
"X6954",1
"X6955",1
"X6956",1
"X6957",1
"X6958",1
"X6959",1
"X6960",1
"X6961",1
"X6962",1
"X6963",1
"X6964",1
"X6965",1
"X6966",1
"X6967",1
"X6968",1
"X6969",1
"X6970",1
"X6971",1
"X6972",1
"X6973",1
"X6974",1
"X6975",1
"X6976",1
"X6977",1
"X6978",1
"X6979",1
"X6980",1
"X6981",1
"X6982",1
"X6983",1
"X6984",1
"X6985",1
"X6986",1
"X6987",1
"X6988",1
"X6989",4
"X6990",1
"X6991",1
"X6992",1
"X6993",1
"X6994",1
"X6995",1
"X6996",1
"X6997",1
"X6998",1
"X6999",1
"X7000",1
"X7001",1
"X7002",1
"X7003",1
"X7004",1
"X7005",1
"X7006",1
"X7007",1
"X7008",1
"X7009",1
"X7010",2
"X7011",4
"X7012",1
"X7013",1
"X7014",1
"X7015",1
"X7016",1
"X7017",1
"X7018",1
"X7019",1
"X7020",1
"X7021",1
"X7022",1
"X7023",1
"X7024",1
"X7025",1
"X7026",1
"X7027",1
"X7028",1
"X7029",1
"X7030",1
"X7031",1
"X7032",2
"X7033",1
"X7034",4
"X7035",1
"X7036",1
"X7037",1
"X7038",1
"X7039",1
"X7040",1
"X7041",1
"X7042",3
"X7043",1
"X7044",3
"X7045",1
"X7046",1
"X7047",4
"X7048",2
"X7049",1
"X7050",1
"X7051",1
"X7052",1
"X7053",1
"X7054",1
"X7055",1
"X7056",1
"X7057",1
"X7058",1
"X7059",1
"X7060",1
"X7061",1
"X7062",1
"X7063",1
"X7064",1
"X7065",1
"X7066",1
"X7067",1
"X7068",1
"X7069",1
"X7070",1
"X7071",1
"X7072",1
"X7073",1
"X7074",1
"X7075",1
"X7076",1
"X7077",1
"X7078",1
"X7079",1
"X7080",1
"X7081",1
"X7082",1
"X7083",1
"X7084",1
"X7085",1
"X7086",1
"X7087",1
"X7088",1
"X7089",1
"X7090",1
"X7091",1
"X7092",1
"X7093",1
"X7094",1
"X7095",1
"X7096",1
"X7097",1
"X7098",1
"X7099",1
"X7100",1
"X7101",1
"X7102",1
"X7103",1
"X7104",1
"X7105",1
"X7106",1
"X7107",1
"X7108",1
"X7109",1
"X7110",1
"X7111",1
"X7112",1
"X7113",1
"X7114",1
"X7115",1
"X7116",1
"X7117",1
"X7118",1
"X7119",1
"X7120",1
"X7121",1
"X7122",1
"X7123",1
"X7124",1
"X7125",1
"X7126",1
"X7127",1
"X7128",1
"X7129",1
"X7130",1
"X7131",1
"X7132",1
"X7133",1
"X7134",1
"X7135",1
"X7136",1
"X7137",1
"X7138",1
"X7139",1
"X7140",1
"X7141",1
"X7142",1
"X7143",1
"X7144",1
"X7145",1
"X7146",1
"X7147",1
"X7148",1
"X7149",1
"X7150",1
"X7151",1
"X7152",1
"X7153",1
"X7154",1
"X7155",1
"X7156",1
"X7157",1
"X7158",1
"X7159",1
"X7160",1
"X7161",1
"X7162",1
"X7163",1
"X7164",1
"X7165",1
"X7166",1
"X7167",1
"X7168",1
"X7169",1
"X7170",1
"X7171",1
"X7172",1
"X7173",1
"X7174",1
"X7175",1
"X7176",1
"X7177",1
"X7178",1
"X7179",1
"X7180",1
"X7181",1
"X7182",1
"X7183",1
"X7184",1
"X7185",1
"X7186",1
"X7187",1
"X7188",1
"X7189",1
"X7190",1
"X7191",1
"X7192",2
"X7193",1
"X7194",1
"X7195",1
"X7196",1
"X7197",1
"X7198",1
"X7199",1
"X7200",1
"X7201",1
"X7202",1
"X7203",1
"X7204",1
"X7205",1
"X7206",1
"X7207",1
"X7208",1
"X7209",1
"X7210",1
"X7211",1
"X7212",1
"X7213",1
"X7214",1
"X7215",1
"X7216",1
"X7217",1
"X7218",1
"X7219",1
"X7220",1
"X7221",1
"X7222",1
"X7223",3
